#,MLS #,Status,Area,Address,Zip,# Beds Total,# Baths Full,# Baths Half,# Living,# Stories,# Garage Spaces,Year Built,Acres,Sqft Total,LP$SqFt,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date,ADOM,CDOM
40,8897577,S,1A,8829 Silverarrow CIR,78759,4,2,0,2,1,2,1968,0.26,"2,239",$256.81 ,"$575,000 ",$255.69 ,"$572,500 ",10/9/2017,94,94
41,4149001,S,1A,3811 Hillbrook DR,78731,3,2,0,2,1,2,1961,0.3,"1,774",$326.89 ,"$579,900 ",$323.56 ,"$574,000 ",8/18/2017,84,84
42,1313293,S,1A,4500 Mountain Path DR,78759,4,2,1,1,1,2,1972,0.26,"2,671",$231.94 ,"$619,500 ",$215.28 ,"$575,000 ",6/22/2017,27,27
43,4465515,S,1A,8700 Willowick DR,78759,4,2,0,2,1,2,1964,0.24,"2,349",$255.39 ,"$599,900 ",$253.30 ,"$595,000 ",6/13/2017,27,27
44,3876517,S,1A,8902 Wildridge DR,78759,3,2,0,2,1,2,1974,0.29,"2,002",$299.20 ,"$599,000 ",$297.95 ,"$596,500 ",7/14/2017,3,3
45,4084484,S,1A,8859 Mountain Ridge CIR,78759,3,2,0,1,2,2,1977,0.25,"2,080",$287.02 ,"$597,000 ",$287.02 ,"$597,000 ",10/31/2017,,
46,7138627,S,1A,8502 Walhill CV,78759,4,3,1,,2,2,1979,0.27,"3,334",$194.93 ,"$649,900 ",$179.96 ,"$600,000 ",8/4/2017,2,2
47,2879474,S,1A,5807 Highland PASS,78731,4,2,1,1,2,2,1969,0.25,"2,208",$283.06 ,"$625,000 ",$276.49 ,"$610,500 ",9/22/2017,10,10
48,3812586,S,1A,7405 Chimney CORS,78731,4,2,1,2,2,2,1973,0.34,"2,439",$261.99 ,"$639,000 ",$252.15 ,"$615,000 ",9/18/2017,32,32
49,5663335,S,1A,8802 North PATH,78759,4,2,1,2,1,2,1972,0.23,"2,332",$267.58 ,"$624,000 ",$265.87 ,"$620,000 ",8/9/2017,83,83
50,5141638,S,1A,5204 Backtrail DR,78731,3,2,1,1,2,2,1984,0.29,"2,073",$313.07 ,"$649,000 ",$302.51 ,"$627,100 ",9/15/2017,132,132
51,5635288,S,1A,3909 Berryhill WAY,78731,3,2,1,1,2,2,1983,0.26,"2,381",$268.75 ,"$639,900 ",$268.79 ,"$640,000 ",11/22/2017,3,3
52,4887861,S,1A,4111 Spicewood Springs RD Unit#2,78759,4,2,1,1,2,2,2014,0.18,"2,110",$307.58 ,"$649,000 ",$305.69 ,"$645,000 ",5/22/2017,12,12
53,1840126,S,1A,4212 Venado DR,78731,4,2,1,2,1,2,1967,0.27,"2,457",$272.65 ,"$669,900 ",$264.55 ,"$650,000 ",8/25/2017,6,6
54,1801575,S,1A,3911 Glengarry DR,78731,4,2,0,2,1,2,1982,0.24,"2,548",$255.10 ,"$650,000 ",$255.10 ,"$650,000 ",7/28/2017,1,1
55,5356868,S,1A,4208 Bamford DR,78731,4,3,0,2,2,2,1969,0.23,"2,583",$252.42 ,"$652,000 ",$252.42 ,"$652,000 ",6/14/2017,,
56,8151100,S,1A,7212 Lamplight LN,78731,4,2,0,2,1,2,1969,0.24,"2,099",$321.58 ,"$675,000 ",$314.44 ,"$660,000 ",8/17/2017,17,17
57,8847798,S,1A,5809 Trailridge CIR,78731,3,2,0,2,1,0,1956,0.29,"2,274",$305.63 ,"$695,000 ",$295.66 ,"$672,320 ",9/14/2017,23,23
58,4413503,S,1A,8508 Adirondack TRL,78759,4,2,0,2,1,2,1975,0.26,"2,569",$249.12 ,"$640,000 ",$262.75 ,"$675,000 ",8/2/2017,3,3
59,8070075,S,1A,8413 Etienne CV,78759,4,3,1,3,2,2,2013,0.13,"2,670",$262.13 ,"$699,900 ",$255.62 ,"$682,500 ",10/12/2017,6,6
60,7428557,S,1A,4115 Edwards Mountain DR,78731,3,3,0,1,2,2,1978,0.32,"2,624",$280.11 ,"$735,000 ",$261.05 ,"$685,000 ",9/1/2017,42,42
61,1408755,S,1A,4102 Burney DR,78731,4,2,0,2,1,2,1970,0.25,"2,047",$339.52 ,"$695,000 ",$340.01 ,"$696,000 ",7/14/2017,4,4
62,2633322,S,1A,7809 Moritz LN,78731,3,2,1,2,2,2,1999,0.16,"2,626",$266.57 ,"$700,000 ",$266.57 ,"$700,000 ",7/13/2017,,
63,5028392,S,1A,4107 Greystone DR,78731,5,3,0,2,2,2,1969,0.22,"2,884",$247.92 ,"$715,000 ",$245.32 ,"$707,500 ",7/17/2017,2,2
64,9965904,S,1A,4105 Burney DR,78731,4,2,0,2,1,2,1969,0.26,"2,340",$299.15 ,"$700,000 ",$303.42 ,"$710,000 ",6/7/2017,2,2
65,2237618,S,1A,6303 Mountain Park CV,78731,4,2,1,2,2,2,1983,0.49,"2,820",$257.09 ,"$725,000 ",$257.09 ,"$725,000 ",11/2/2017,5,5
66,8460714,S,1A,3904 Edgerock DR,78731,4,3,0,2,2,2,1969,0.31,"2,945",$244.14 ,"$719,000 ",$246.18 ,"$725,000 ",5/15/2017,2,2
67,1563457,S,1A,4700 Gold Flower HOLW,78731,4,2,1,2,2,2,1994,0.13,"3,114",$243.74 ,"$759,000 ",$238.60 ,"$743,000 ",9/6/2017,12,12
68,2279988,S,1A,5901 Lookout Mountain DR,78731,3,2,0,2,M,2,1963,0.49,"2,588",$289.80 ,"$749,999 ",$289.80 ,"$749,999 ",6/30/2017,2,2
69,2192144,S,1A,4111 Spicewood Springs RD Unit#7,78759,4,3,0,2,2,2,2014,0.17,"2,551",$295.96 ,"$755,000 ",$294.00 ,"$750,000 ",8/21/2017,40,40
70,7253004,S,1A,5802 Highland Hills TER,78731,4,3,0,2,2,2,1960,0.27,"2,758",$275.53 ,"$759,900 ",$273.35 ,"$753,900 ",7/11/2017,7,7
71,8772673,S,1A,6401 Rusty Ridge DR,78731,4,3,0,2,2,2,1988,0.38,"3,240",$240.74 ,"$780,000 ",$235.34 ,"$762,500 ",10/12/2017,4,4
72,8193183,S,1A,6600 Candle Ridge CV,78731,3,2,1,2,2,2,1992,0.18,"2,840",$281.34 ,"$799,000 ",$269.37 ,"$765,000 ",11/1/2017,57,57
73,2046800,S,1A,4400 Cat Mountain DR,78731,4,3,1,3,2,2,1973,0.38,"3,375",$254.52 ,"$859,000 ",$228.89 ,"$772,500 ",8/22/2017,49,49
74,2106485,S,1A,6603 Ladera Norte,78731,4,2,1,2,2,2,1984,0.31,"3,952",$201.16 ,"$795,000 ",$197.62 ,"$781,000 ",9/29/2017,78,78
75,1030881,S,1A,7525 Stonecliff DR,78731,4,3,0,2,1,2,1972,0.36,"2,839",$281.44 ,"$799,000 ",$275.80 ,"$783,000 ",9/11/2017,4,4
76,3472631,S,1A,5820 Gentle Breeze TER,78731,4,2,1,3,2,2,1997,0.57,"3,230",$246.13 ,"$795,000 ",$243.03 ,"$785,000 ",7/21/2017,3,3
77,2133034,S,1A,4118 Edwards Mountain DR,78731,4,4,1,2,2,2,1980,0.28,"3,525",$233.19 ,"$822,000 ",$224.68 ,"$792,000 ",7/10/2017,17,17
78,4902101,S,1A,4204 Walhill LN,78759,4,2,1,1,2,2,1981,0.26,"2,900",$286.17 ,"$829,900 ",$276.72 ,"$802,500 ",10/4/2017,11,11
79,1389210,S,1A,4603 Small DR,78731,5,3,1,1,2,2,1977,0.31,"2,926",$273.03 ,"$798,900 ",$275.12 ,"$805,000 ",10/26/2017,10,10
80,8467757,S,1A,6501 Sumac DR,78731,4,2,1,2,2,0,1976,0.23,"2,982",$278.00 ,"$829,000 ",$269.95 ,"$805,000 ",10/6/2017,7,7
81,2180100,S,1A,4011 Rockledge DR,78731,4,2,1,2,1,0,1966,0.33,"2,718",$312.73 ,"$850,000 ",$301.23 ,"$818,750 ",6/16/2017,1,1
82,3851892,S,1A,5901 Down Valley CT,78731,4,3,1,2,2,2,1991,0.42,"3,857",$217.53 ,"$839,000 ",$212.60 ,"$820,000 ",10/30/2017,94,116
83,8941828,S,1A,4208 North Hills DR,78731,5,3,0,3,1,2,1968,0.29,"2,901",$293.00 ,"$850,000 ",$284.04 ,"$824,000 ",8/25/2017,17,17
84,4881748,S,1A,7603 Rockpoint DR,78731,4,3,0,1,1,2,1968,0.28,"2,733",$301.87 ,"$825,000 ",$309.18 ,"$845,000 ",8/2/2017,2,2
85,5250607,S,1A,7601 Ridgestone DR,78731,4,3,0,2,1,2,1976,0.4,"3,383",$245.94 ,"$832,000 ",$251.26 ,"$850,000 ",5/30/2017,2,2
86,1414144,S,1A,6807 Edgefield DR,78731,5,3,0,2,2,2,1970,0.29,"3,034",$271.92 ,"$825,000 ",$280.16 ,"$850,000 ",6/26/2017,1,1
87,1481676,S,1A,3926 Knollwood DR,78731,5,3,0,3,2,2,1973,0.33,"3,938",$228.29 ,"$899,000 ",$218.38 ,"$860,000 ",10/13/2017,62,62
88,4906370,S,1A,7200 LAMPLIGHT LN,78731,5,4,0,2,2,2,1968,0.27,"3,686",$230.33 ,"$849,000 ",$233.32 ,"$860,000 ",7/7/2017,7,7
89,4254984,S,1A,4201 Deepwoods DR,78731,4,2,1,3,2,2,1964,0.28,"3,124",$270.49 ,"$845,000 ",$278.17 ,"$869,000 ",6/8/2017,4,4
90,4118700,S,1A,7104 Mesa DR,78731,5,3,0,2,1,2,1965,0.35,"2,812",$328.95 ,"$925,000 ",$311.88 ,"$877,000 ",8/31/2017,10,10
91,2058618,S,1A,4404 Deepwoods DR,78731,4,2,2,3,2,2,1971,0.27,"3,125",$280.00 ,"$875,000 ",$285.76 ,"$893,000 ",8/18/2017,3,3
92,7955075,S,1A,4008 North Hills DR,78731,4,2,1,3,1,2,1963,0.32,"2,694",$324.80 ,"$875,000 ",$331.66 ,"$893,500 ",9/7/2017,,
93,2310678,S,1A,6000 Mountain Villa DR,78731,4,4,1,3,2,2,1988,0.39,"3,954",$252.90 ,"$999,950 ",$227.62 ,"$900,000 ",6/21/2017,26,26
94,1590957,S,1A,7705 Shadyrock DR,78731,4,3,0,3,1,2,1969,0.28,"3,076",$298.76 ,"$919,000 ",$300.72 ,"$925,000 ",7/20/2017,4,4
95,1598666,S,1A,6901 Glen Ridge DR,78731,5,4,0,2,2,2,1967,0.29,"3,888",$256.94 ,"$999,000 ",$255.66 ,"$994,000 ",6/16/2017,2,2
96,3721229,S,1A,7111 Spurlock DR,78731,3,2,1,3,1,2,1967,0.28,"3,150",$316.83 ,"$998,000 ",$316.83 ,"$998,000 ",6/30/2017,16,16
97,5371017,S,1A,7912 W Rim DR,78731,4,4,0,2,2,2,2002,0.2,"3,534",$290.04 ,"$1,025,000 ",$292.87 ,"$1,035,000 ",6/15/2017,1,1
98,1979417,S,1A,5317 Valburn CIR,78731,4,4,0,4,2,2,1978,0.34,"4,284",$278.94 ,"$1,195,000 ",$262.61 ,"$1,125,000 ",7/5/2017,7,7
99,8850594,S,1A,4504 Cat Mountain DR,78731,4,3,1,2,2,2,1976,0.31,"3,227",$367.21 ,"$1,185,000 ",$354.82 ,"$1,145,000 ",9/18/2017,52,52
100,3128758,S,1A,5828 Westslope DR,78731,4,3,1,2,2,2,2014,0.23,"3,180",$396.23 ,"$1,260,000 ",$361.64 ,"$1,150,000 ",10/24/2017,33,33
101,1713052,S,1A,4305 Farhills DR,78731,3,2,1,2,2,2,1966,0.37,"2,633",$376.00 ,"$990,000 ",$440.14 ,"$1,158,888 ",6/9/2017,4,4
102,2182722,S,1A,4202 Tallowood DR,78731,5,3,1,2,2,0,1971,0.25,"3,506",$342.27 ,"$1,200,000 ",$331.47 ,"$1,162,150 ",7/25/2017,16,16
103,2477540,S,1A,3919 Sierra DR,78731,4,3,1,2,2,2,1980,0.42,"4,074",$268.78 ,"$1,095,000 ",$291.04 ,"$1,185,700 ",6/30/2017,6,6
104,1851201,S,1A,4012 Glengarry DR,78731,4,3,1,3,2,2,1999,0.46,"3,959",$303.11 ,"$1,200,000 ",$303.11 ,"$1,200,000 ",5/25/2017,5,5
105,2282481,S,1A,6802 Edgefield DR,78731,6,5,1,2,2,2,1968,0.39,"3,977",$297.96 ,"$1,185,000 ",$304.25 ,"$1,210,000 ",5/31/2017,4,4
106,1835330,S,1A,4401 Deepwoods DR,78731,4,3,1,2,1,2,1974,0.34,"3,743",$372.70 ,"$1,395,000 ",$372.70 ,"$1,395,000 ",7/14/2017,4,4
107,4906503,S,1A,5500 Lakemoore DR,78731,4,3,0,3,2,2,1972,0.68,"3,633",$422.52 ,"$1,535,000 ",$388.31 ,"$1,410,728 ",7/28/2017,22,22
108,6488319,S,1A,4502 Deepwoods DR,78731,4,3,1,3,2,2,1970,0.28,"3,361",$409.10 ,"$1,375,000 ",$472.48 ,"$1,588,000 ",6/23/2017,,
109,1582368,S,1B,3607 Meredith ST Unit#2,78703,3,1,1,2,1,0,1963,0.14,"1,695",$235.93 ,"$399,900 ",$227.14 ,"$385,000 ",11/6/2017,50,50
110,5812384,S,1B,5001A Fairview DR,78731,2,1,1,2,1,1,1951,0.15,"1,497",$270.54 ,"$405,000 ",$260.52 ,"$390,000 ",9/25/2017,23,23
111,2283439,S,1B,2104 Newfield LN,78703,2,1,0,1,1,0,1939,0.14,"1,016",$393.60 ,"$399,900 ",$384.84 ,"$391,000 ",10/27/2017,41,41
112,1556127,S,1B,5605 Courtyard CV,78731,3,2,1,2,2,2,1982,0.14,"1,960",$242.30 ,"$474,900 ",$240.31 ,"$471,000 ",9/14/2017,1,1
113,4780141,S,1B,5610 Palisade CT,78731,4,3,0,1,2,2,1984,0.22,"2,543",$192.29 ,"$489,000 ",$185.80 ,"$472,500 ",11/8/2017,98,201
114,6501706,S,1B,3200 Funston ST,78703,2,2,0,2,1,1,1949,0.14,"1,348",$370.18 ,"$499,000 ",$359.79 ,"$485,000 ",11/10/2017,160,160
115,8784093,S,1B,5724 Sam Houston CIR,78731,3,3,0,,2,2,1984,0.15,"1,866",$281.35 ,"$525,000 ",$265.27 ,"$495,000 ",11/17/2017,,
116,6632253,S,1B,2004 Winsted LN,78703,3,2,0,,1,0,1948,0.33,"1,448",$376.38 ,"$545,000 ",$345.30 ,"$500,000 ",9/20/2017,94,94
117,8693465,S,1B,5600 S Scout Island CIR,78731,3,2,1,1,2,2,1983,0.13,"2,332",$227.23 ,"$529,900 ",$231.56 ,"$540,000 ",6/23/2017,3,3
118,7080212,S,1B,5104 Valley Oak DR,78731,3,2,0,1,1,0,1950,0.3,"1,596",$344.55 ,"$549,900 ",$344.55 ,"$549,900 ",6/8/2017,,13
119,6976944,S,1B,5604 Mount Bonnell RD,78731,3,2,1,2,2,2,1999,0.26,"2,691",$228.54 ,"$615,000 ",$206.99 ,"$557,000 ",6/23/2017,40,40
120,1305574,S,1B,703 Theresa Ave,78703,2,1,0,1,1,0,1952,0.19,"1,096",$529.20 ,"$580,000 ",$520.07 ,"$570,000 ",9/5/2017,61,61
121,6849918,S,1B,5804 Tom Wooten CV,78731,3,2,1,1,1,2,1991,0.23,"2,244",$262.48 ,"$589,000 ",$259.14 ,"$581,500 ",10/27/2017,3,3
122,1020755,S,1B,5803 Karankawa CV,78731,3,2,1,1,2,2,1985,0.13,"2,127",$272.21 ,"$579,000 ",$276.21 ,"$587,500 ",10/2/2017,4,4
123,9413157,S,1B,809 Newman DR,78703,3,2,0,2,1,0,1948,0.12,"1,574",$390.72 ,"$615,000 ",$381.19 ,"$600,000 ",6/12/2017,4,4
124,1791567,S,1B,5606 Highland Crest DR,78731,3,3,0,3,2,0,1961,0.21,"2,379",$262.72 ,"$625,000 ",$262.72 ,"$625,000 ",7/31/2017,1,1
125,5453139,S,1B,5805 Harrington CV,78731,4,2,1,2,2,2,1984,0.17,"2,438",$256.32 ,"$624,900 ",$261.28 ,"$637,000 ",8/31/2017,4,4
126,9055801,S,1B,3305 Glenview Ave,78703,3,1,0,1,1,2,1940,0.14,"1,510",$440.40 ,"$665,000 ",$423.84 ,"$640,000 ",10/20/2017,28,77
127,6692294,S,1B,1602 Wethersfield RD,78703,2,2,0,2,2,1,1979,0.14,"1,442",$450.76 ,"$650,000 ",$447.30 ,"$645,000 ",9/22/2017,7,7
128,2105160,S,1B,3307 Big Bend DR,78731,3,2,0,1,1,2,1951,0.45,"1,524",$426.51 ,"$650,000 ",$429.79 ,"$655,000 ",10/19/2017,7,7
129,4293866,S,1B,3422 Mount Barker DR,78731,3,2,1,2,1,2,1960,0.36,"2,463",$291.92 ,"$719,000 ",$272.84 ,"$672,000 ",9/6/2017,31,31
130,4179491,S,1B,4606 Eby LN,78731,4,2,1,2,2,2,1990,0.17,"2,407",$290.40 ,"$699,000 ",$282.51 ,"$680,000 ",10/30/2017,122,122
131,6467478,S,1B,1622 W 10th ST Unit#A,78703,3,2,1,1,1,0,2017,,"1,402",$555.63 ,"$779,000 ",$488.59 ,"$685,000 ",8/25/2017,28,28
132,4612736,S,1B,5509 Courtyard DR,78731,4,3,1,2,2,2,1988,0.21,"3,042",$225.18 ,"$685,000 ",$225.51 ,"$686,000 ",11/3/2017,21,114
133,2526681,S,1B,1619 W 14th ST,78703,3,2,0,1,M,2,1952,0.14,"1,987",$361.85 ,"$719,000 ",$352.29 ,"$700,000 ",9/28/2017,5,5
134,2706779,S,1B,3613 Windsor RD,78703,3,2,0,1,1,0,1939,0.16,"2,095",$369.93 ,"$775,000 ",$338.66 ,"$709,500 ",11/9/2017,121,306
135,8935959,S,1B,5101 Beverly Skyline DR,78731,4,3,1,2,2,0,1977,0.41,"2,525",$296.63 ,"$749,000 ",$285.15 ,"$720,000 ",9/22/2017,17,116
136,6211952,S,1B,2201 Schulle Ave,78703,2,2,0,2,1,1,1940,0.13,"1,587",$439.19 ,"$697,000 ",$457.47 ,"$726,000 ",6/27/2017,6,6
137,1186730,S,1B,1607 Mohle DR,78703,2,1,0,3,1,2,1939,0.21,"1,684",$445.37 ,"$750,000 ",$436.46 ,"$735,000 ",7/27/2017,3,21
138,7907588,S,1B,2200 Bridle PATH,78703,2,2,0,2,1,0,1940,0.19,"1,616",$495.05 ,"$800,000 ",$462.64 ,"$747,625 ",10/25/2017,19,19
139,8118453,S,1B,601 Deep Eddy Ave,78703,2,2,1,1,1,2,1922,0.21,"1,686",$444.84 ,"$750,000 ",$446.03 ,"$752,000 ",6/28/2017,8,8
140,8960953,S,1B,2310 Indian TRL,78703,3,2,0,2,1,1,1965,0.17,"1,534",$475.23 ,"$729,000 ",$492.18 ,"$755,000 ",7/26/2017,,
141,3005439,S,1B,5401 Odessa LN,78731,3,2,1,1,2,2,1984,0.19,"2,434",$316.31 ,"$769,900 ",$311.01 ,"$757,000 ",9/22/2017,44,44
142,1107213,S,1B,1702 Northwood RD,78703,3,2,0,2,1,3,1941,0.23,"1,744",$444.38 ,"$775,000 ",$435.78 ,"$760,000 ",9/21/2017,64,64
143,5665519,S,1B,613 Theresa Ave Unit#B,78703,3,2,1,1,2,2,2016,0.27,"2,300",$338.91 ,"$779,500 ",$330.43 ,"$760,000 ",6/30/2017,20,231
144,1147575,S,1B,2500 W 12th ST,78703,4,3,0,2,2,0,1953,0.16,"2,752",$290.33 ,"$799,000 ",$277.62 ,"$764,000 ",8/3/2017,53,53
145,9638055,S,1B,2402 Marlton DR,78703,3,2,0,2,2,1,1951,0.44,"1,705",$527.07 ,"$898,650 ",$457.98 ,"$780,850 ",6/9/2017,28,309
146,3153023,S,1B,1709 W 29th ST,78703,3,2,0,1,1,1,1939,0.16,"1,500",$530.00 ,"$795,000 ",$523.33 ,"$785,000 ",10/20/2017,6,6
147,3941804,S,1B,2902 Clearview DR,78703,3,2,0,2,1,2,1945,0.17,"1,720",$464.53 ,"$799,000 ",$459.30 ,"$790,000 ",11/15/2017,133,133
148,6995971,S,1B,1512 Northwood RD,78703,3,2,0,1,2,0,1933,0.17,"1,716",$465.62 ,"$799,000 ",$460.37 ,"$790,000 ",7/28/2017,24,24
149,7157587,S,1B,2005 Bowman Ave,78703,3,2,0,1,1,2,1950,0.22,"1,960",$433.16 ,"$849,000 ",$413.27 ,"$810,000 ",7/7/2017,16,16
150,5781312,S,1B,513 UPSON ST,78703,3,2,1,1,2,2,1999,0.22,"2,043",$410.67 ,"$839,000 ",$399.66 ,"$816,500 ",8/31/2017,8,8
151,2117705,S,1B,1 Scott CRES,78703,3,2,1,2,2,2,1946,0.17,"2,414",$351.70 ,"$849,000 ",$341.76 ,"$825,000 ",5/25/2017,3,3
